tKF,yEstExt
0,NaN
0.0138888888888889,49.734633701346
0.0277777777777778,51.8374598216861
0.0416666666666667,52.1409154737253
0.0555555555555556,51.1805178614793
0.0694444444444444,50.0805760512997
0.0833333333333333,51.378512440068
0.0972222222222222,52.105088935756
0.111111111111111,48.5934173339693
0.125,50.6738732533908
0.138888888888889,50.8790331230983
0.152777777777778,50.8109399251017
0.166666666666667,49.9988895779903
0.180555555555556,50.7178069818901
0.194444444444444,49.302974460055
0.208333333333333,50.0989913523304
0.222222222222222,50.9731729074919
0.236111111111111,49.675496348332
0.25,48.5503406666313
0.263888888888889,49.1809474746606
0.277777777777778,49.7938067936688
0.291666666666667,49.1612230668652
0.305555555555556,51.0010361375632
0.319444444444444,48.695373859487
0.333333333333333,48.3706798713229
0.347222222222222,50.4614936518004
0.361111111111111,48.9216462742222
0.375,49.2598209581935
0.388888888888889,49.7656784002806
0.402777777777778,47.8067255671091
0.416666666666667,48.3219865358308
0.430555555555556,49.0488597564148
0.444444444444444,47.1228771014093
0.458333333333333,48.3524170872379
0.472222222222222,46.6241782955924
0.486111111111111,48.3386228448235
0.5,49.8947710752247
0.513888888888889,47.3468052463291
0.527777777777778,46.9804685237565
0.541666666666667,48.9357091918422
0.555555555555556,46.1894515013963
0.569444444444444,46.6857334444012
0.583333333333333,46.9458942304971
0.597222222222222,47.4719339266945
0.611111111111111,45.6547013715631
0.625,45.6515959808491
0.638888888888889,46.8520134704406
0.652777777777778,28.0821911004716
0.666666666666667,50.8678626104516
0.680555555555555,51.4835831138429
0.694444444444444,51.3180568127813
0.708333333333333,52.9968974237273
0.722222222222222,53.2622385928317
0.736111111111111,53.3018966577257
0.75,51.3806244295836
0.763888888888889,50.3099792396014
0.777777777777778,52.8042285821187
0.791666666666667,52.0185847555954
0.805555555555555,51.941792988096
0.819444444444444,51.416250085718
0.833333333333333,51.4240591249202
0.847222222222222,53.6138788250045
0.861111111111111,51.4134161461993
0.875,51.8765610704686
0.888888888888889,49.0390841539554
0.902777777777778,45.0548114351366
0.916666666666667,51.9104195798621
0.930555555555555,52.7258007884921
0.944444444444444,52.8314930987
0.958333333333333,54.8952930349266
0.972222222222222,50.3761356997361
0.986111111111111,50.2793844740508
1,51.6705326293312
1.01388888888889,50.8944771436685
1.02777777777778,50.6128847236705
1.04166666666667,52.6000267819254
1.05555555555556,51.0463662832296
1.06944444444444,51.8011270832831
1.08333333333333,51.4338297966389
1.09722222222222,49.4490310870203
1.11111111111111,51.7294609680865
1.125,50.5542142857858
1.13888888888889,50.0039942058384
1.15277777777778,50.4013140655908
1.16666666666667,50.8066148782552
1.18055555555556,51.4143161577914
1.19444444444444,50.2706472925711
1.20833333333333,48.2989615399608
1.22222222222222,50.8085035237824
1.23611111111111,49.2478560677615
1.25,51.6040857179919
1.26388888888889,50.2435971087154
1.27777777777778,50.1573797766104
1.29166666666667,49.0104749001171
1.30555555555556,48.4008463840209
1.31944444444444,48.4073185613171
1.33333333333333,47.7152744496218
1.34722222222222,48.0713692110995
1.36111111111111,50.0051246574648
1.375,48.0860152943518
1.38888888888889,48.5280241983123
1.40277777777778,50.0784920853911
1.41666666666667,47.8577001817174
1.43055555555556,48.0422558304308
1.44444444444444,48.8474258817716
1.45833333333333,48.2202052484701
1.47222222222222,48.3767419719703
1.48611111111111,47.4356745578678
1.5,47.5647893341695
1.51388888888889,49.250063773529
1.52777777777778,31.4353253575227
1.54166666666667,53.5947193299781
1.55555555555556,53.4847411999954
1.56944444444444,54.1265905860962
1.58333333333333,53.4428928959952
1.59722222222222,53.1298043472777
1.61111111111111,51.6516614048873
1.625,52.0055293059598
1.63888888888889,53.4201761531844
1.65277777777778,52.6954390144029
1.66666666666667,54.6498125421859
1.68055555555556,51.2490975171587
1.69444444444444,52.0137766151275
1.70833333333333,53.2778026858827
1.72222222222222,53.1449014651262
1.73611111111111,52.0870909847841
1.75,51.3698281105371
1.76388888888889,49.8554958091702
1.77777777777778,51.6915763546062
1.79166666666667,52.545440835232
1.80555555555556,51.7460078276869
1.81944444444444,50.3822771686774
1.83333333333333,52.6710179195801
1.84722222222222,52.3763210269374
1.86111111111111,51.3179001391828
1.875,51.3624086181016
1.88888888888889,51.2648780947384
1.90277777777778,51.2037502584484
1.91666666666667,51.7103210509831
1.93055555555556,50.3743094946324
1.94444444444444,52.2822247600323
1.95833333333333,49.404916047915
1.97222222222222,50.1027707858825
1.98611111111111,49.4972507989777
2,49.509997790032
2.01388888888889,48.4670111236812
2.02777777777778,51.1796348357535
2.04166666666667,49.9508385582208
2.05555555555556,49.5813800553322
2.06944444444444,49.6582112668189
