tMinor,yCleanExt,yMeasExt
0,51.2333617002832,52.0889685524605
0.0138888888888889,51.5455278467158,51.0306342272169
0.0277777777777778,51.4477850728314,50.7255271830068
0.0416666666666667,51.3289416080619,52.711618958395
0.0555555555555556,51.2101539929294,51.2408969910721
0.0694444444444444,51.0893805564967,51.2709301644342
0.0833333333333333,50.9677294717412,51.3100257415151
0.0972222222222222,50.846132958807,50.2296561845446
0.111111111111111,50.7257692301227,51.7928745868454
0.125,50.60566765039,52.9117416508865
0.138888888888889,50.4856363194094,48.0475683544459
0.152777777777778,50.367553824729,50.5615600853824
0.166666666666667,50.2495176644887,51.1759716165964
0.180555555555556,50.1315278387,49.3516082368987
0.194444444444444,50.0135843473571,50.1015261517028
0.208333333333333,49.8966031696956,50.0637845610933
0.222222222222222,49.7805450482396,49.1927896158855
0.236111111111111,49.6645287783002,50.3569654895827
0.25,49.5485543598714,50.7391073699216
0.263888888888889,49.4326396839241,49.6514009111736
0.277777777777778,49.3185384158665,49.6808076175797
0.291666666666667,49.2044748693327,48.6689037398547
0.305555555555556,49.090449044311,50.1865689540869
0.319444444444444,48.9764609408209,48.8879957698883
0.333333333333333,48.8629156694866,49.2947593453814
0.347222222222222,48.7500352042162,49.9013017112446
0.361111111111111,48.6375066153249,48.3462112674399
0.375,48.5253288691078,48.3350289619349
0.388888888888889,48.4135014097298,48.5022471957815
0.402777777777778,48.3020804144384,48.0832312088349
0.416666666666667,48.1910281734712,46.9474781197478
0.430555555555556,48.0803436310419,48.5530997359193
0.444444444444444,47.9700257348649,46.5573226549845
0.458333333333333,47.8601059012543,47.5617419580186
0.472222222222222,47.7506009962603,46.3703775106325
0.486111111111111,47.6414850081685,48.9169042982874
0.5,47.5327568974368,47.6164395738454
0.513888888888889,47.4244157103676,47.8937897595287
0.527777777777778,47.3164703397455,47.0588900293125
0.541666666666667,47.2089135179316,48.7640168087529
0.555555555555556,47.1017442723477,46.7058419772523
0.569444444444444,46.9949616343843,48.1236305328843
0.583333333333333,46.8885589725544,48.0186215839056
0.597222222222222,46.7825314586858,46.2674482959615
0.611111111111111,46.676882309286,47.0976540426241
0.625,46.5716106376908,46.6956788056277
0.638888888888889,28.2861770946001,30.3588670731162
0.652777777777778,52.5618840333767,51.5875488959176
0.666666666666667,53.1775553797202,51.6246977464543
0.680555555555555,53.0642994437573,53.3689331014619
0.694444444444444,52.9414912784522,51.991275043939
0.708333333333333,52.8119836443007,52.2346174798395
0.722222222222222,52.6824424501511,53.0072471571817
0.736111111111111,52.5530421005831,51.2809500395898
0.75,52.4243344947069,53.4746028938899
0.763888888888889,52.2962414926971,52.7092199853902
0.777777777777778,52.1688633639895,53.5628240068083
0.791666666666667,52.0420715638988,51.7364576002391
